YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,DISTANCE,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,1,4,EV,4756,N13908,CLT,ORD,600,559.0,-1.0,599,703,721.0,18.0,0,,18.0,0.0,0.0,0.0,0.0
2015,1,1,4,EV,4768,N16987,TYS,IAD,600,553.0,-7.0,419,725,723.0,-2.0,0,,,,,,
2015,1,1,4,EV,4740,N11107,GRB,ORD,600,556.0,-4.0,173,703,653.0,-10.0,0,,,,,,
2015,1,1,4,EV,5103,N846AS,ABE,DTW,600,552.0,-8.0,425,753,733.0,-20.0,0,,,,,,
2015,1,1,4,EV,5275,N861AS,JAN,ATL,600,559.0,-1.0,341,819,809.0,-10.0,0,,,,,,
2015,1,1,4,EV,5491,N838AS,OAJ,ATL,600,552.0,-8.0,399,732,729.0,-3.0,0,,,,,,
2015,1,1,4,EV,5978,N21129,FAR,ORD,600,603.0,3.0,557,803,803.0,0.0,0,,,,,,
2015,1,1,4,EV,5917,N13997,JAN,ORD,600,556.0,-4.0,677,814,755.0,-19.0,0,,,,,,
2015,1,1,4,EV,6133,N12996,ERI,ORD,600,616.0,16.0,398,632,651.0,19.0,0,,3.0,0.0,16.0,0.0,0.0
2015,1,1,4,EV,6082,N12122,ATW,ORD,600,600.0,0.0,160,703,703.0,0.0,0,,,,,,
2015,1,1,4,EV,6122,N16559,LEX,ORD,600,556.0,-4.0,323,630,619.0,-11.0,0,,,,,,
2015,1,1,4,EV,6143,N12921,CWA,ORD,600,550.0,-10.0,212,716,713.0,-3.0,0,,,,,,
2015,1,1,4,F9,865,,MSO,DEN,600,,,679,800,,,1,A,,,,,
2015,1,1,4,F9,1256,,ORD,MIA,600,,,1197,1000,,,1,A,,,,,
2015,1,1,4,F9,1104,N211FR,CLE,FLL,600,556.0,-4.0,1062,855,833.0,-22.0,0,,,,,,
2015,1,1,4,F9,1057,N919FR,IAH,SFO,600,552.0,-8.0,1635,820,814.0,-6.0,0,,,,,,
2015,1,1,4,F9,144,N924FR,SEA,DEN,600,605.0,5.0,1024,933,933.0,0.0,0,,,,,,
2015,1,1,4,F9,1056,N929FR,SFO,IAH,600,552.0,-8.0,1635,1145,1146.0,1.0,0,,,,,,
2015,1,1,4,F9,901,N939FR,TTN,ATL,600,557.0,-3.0,701,819,808.0,-11.0,0,,,,,,
2015,1,1,4,F9,902,N949FR,ATL,TTN,600,619.0,19.0,701,750,814.0,24.0,0,,5.0,0.0,19.0,0.0,0.0
2015,1,1,4,HA,202,N491HA,HNL,ITO,600,553.0,-7.0,216,650,646.0,-4.0,0,,,,,,
2015,1,1,4,MQ,2898,N514MQ,MAF,DFW,600,,,309,710,,,1,B,,,,,
2015,1,1,4,MQ,2957,N504MQ,AMA,DFW,600,,,312,720,,,1,B,,,,,
2015,1,1,4,MQ,2962,N609MQ,CLL,DFW,600,,,164,700,,,1,B,,,,,
2015,1,1,4,MQ,3014,N908MQ,HOU,DFW,600,,,247,710,,,1,B,,,,,
2015,1,1,4,MQ,3015,N825MQ,DFW,BTR,600,,,383,718,,,1,B,,,,,
2015,1,1,4,MQ,3079,N646MQ,JLN,DFW,600,,,327,720,,,1,B,,,,,
2015,1,1,4,MQ,3189,N532MQ,CID,DFW,600,,,685,820,,,1,B,,,,,
2015,1,1,4,MQ,3302,N649MQ,MLI,DFW,600,,,691,825,,,1,B,,,,,
2015,1,1,4,MQ,3338,N925MQ,GSP,DFW,600,,,862,750,,,1,B,,,,,
2015,1,1,4,MQ,3350,N830MQ,RDU,JFK,600,555.0,-5.0,427,735,738.0,3.0,0,,,,,,
2015,1,1,4,MQ,3355,N618MQ,CVG,MIA,600,556.0,-4.0,948,833,826.0,-7.0,0,,,,,,
2015,1,1,4,MQ,3251,N615MQ,MHK,DFW,600,,,431,740,,,1,B,,,,,
2015,1,1,4,MQ,3377,N631MQ,MOB,DFW,600,,,539,750,,,1,B,,,,,
2015,1,1,4,MQ,3441,N698MQ,TLH,DFW,600,,,767,730,,,1,B,,,,,
2015,1,1,4,MQ,3540,N602MQ,PNS,MIA,600,555.0,-5.0,530,843,831.0,-12.0,0,,,,,,
2015,1,1,4,MQ,3488,N620MQ,BHM,MIA,600,600.0,0.0,661,857,852.0,-5.0,0,,,,,,
2015,1,1,4,MQ,3597,N612MQ,CVG,DFW,600,,,812,745,,,1,B,,,,,
2015,1,1,4,MQ,3611,N902MQ,CAE,DFW,600,,,922,805,,,1,B,,,,,
2015,1,1,4,MQ,3678,N625MQ,TXK,DFW,600,,,181,700,,,1,B,,,,,
2015,1,1,4,NK,188,N505NK,OAK,LAS,600,551.0,-9.0,407,723,715.0,-8.0,0,,,,,,
2015,1,1,4,NK,925,N634NK,DFW,OAK,600,600.0,0.0,1457,758,729.0,-29.0,0,,,,,,
2015,1,1,4,NK,943,N605NK,ACY,RSW,600,742.0,102.0,982,851,1017.0,86.0,0,,86.0,0.0,0.0,0.0,0.0
2015,1,1,4,NK,316,N601NK,DTW,LGA,600,558.0,-2.0,502,738,836.0,58.0,0,,58.0,0.0,0.0,0.0,0.0
2015,1,1,4,NK,972,N606NK,DFW,FLL,600,603.0,3.0,1119,939,1014.0,35.0,0,,35.0,0.0,0.0,0.0,0.0
2015,1,1,4,OO,2622,N492SW,SMF,LAX,600,551.0,-9.0,373,730,728.0,-2.0,0,,,,,,
2015,1,1,4,OO,6360,N952SW,RAP,DEN,600,600.0,0.0,300,722,730.0,8.0,0,,,,,,
2015,1,1,4,OO,6369,N763SK,TUS,SFO,600,604.0,4.0,751,714,720.0,6.0,0,,,,,,
2015,1,1,4,OO,5330,N652BR,EAU,ORD,600,552.0,-8.0,268,719,650.0,-29.0,0,,,,,,
2015,1,1,4,OO,5292,N971SW,DLH,ORD,600,556.0,-4.0,397,736,732.0,-4.0,0,,,,,,
2015,1,1,4,OO,6276,N715SK,FSD,ORD,600,557.0,-3.0,462,736,738.0,2.0,0,,,,,,
2015,1,1,4,OO,6235,N114SY,AUS,SFO,600,556.0,-4.0,1504,809,753.0,-16.0,0,,,,,,
2015,1,1,4,OO,3489,N227AG,FAT,SEA,600,557.0,-3.0,748,810,813.0,3.0,0,,,,,,
2015,1,1,4,OO,3461,N223AG,ONT,PDX,600,550.0,-10.0,838,827,808.0,-19.0,0,,,,,,
2015,1,1,4,OO,7423,N427SW,INL,BRD,600,550.0,-10.0,153,658,655.0,-3.0,0,,,,,,
2015,1,1,4,OO,5318,N946SW,CMX,ORD,600,,,359,627,,,1,B,,,,,
2015,1,1,4,OO,5445,N579SW,SMF,SFO,600,,,86,652,,,1,A,,,,,
2015,1,1,4,OO,5242,N744SK,BOI,LAX,600,639.0,39.0,674,710,740.0,30.0,0,,0.0,0.0,30.0,0.0,0.0
2015,1,1,4,OO,5462,N929EV,SPI,ORD,600,604.0,4.0,174,704,709.0,5.0,0,,,,,,
2015,1,1,4,OO,5466,N568SW,CLD,LAX,600,654.0,54.0,86,651,819.0,88.0,0,,34.0,0.0,0.0,0.0,54.0
2015,1,1,4,OO,5550,N594SW,COD,DEN,600,559.0,-1.0,391,733,732.0,-1.0,0,,,,,,
2015,1,1,4,OO,5574,N563SW,FAT,SFO,600,600.0,0.0,158,714,721.0,7.0,0,,,,,,
2015,1,1,4,MQ,3221,N682MQ,CMH,MIA,600,555.0,-5.0,990,846,835.0,-11.0,0,,,,,,
2015,1,1,4,MQ,3224,N631MQ,LRD,DFW,600,,,396,720,,,1,B,,,,,
2015,1,1,4,OO,5522,N796SK,PSC,DEN,600,601.0,1.0,852,922,926.0,4.0,0,,,,,,
2015,1,1,4,OO,5592,N494CA,CPR,DEN,600,604.0,4.0,230,712,721.0,9.0,0,,,,,,
2015,1,1,4,OO,5604,N292SW,ACV,SFO,600,550.0,-10.0,250,723,733.0,10.0,0,,,,,,
2015,1,1,4,OO,5170,N791SK,DAL,IAH,600,622.0,22.0,216,708,720.0,12.0,0,,,,,,
2015,1,1,4,OO,5429,N958SW,PAH,ORD,600,551.0,-9.0,342,733,710.0,-23.0,0,,,,,,
2015,1,1,4,OO,5435,N976SW,PSC,SFO,600,556.0,-4.0,620,807,806.0,-1.0,0,,,,,,
2015,1,1,4,OO,6378,N767SK,CID,ORD,600,610.0,10.0,196,708,707.0,-1.0,0,,,,,,
2015,1,1,4,OO,6401,N740SK,EUG,SFO,600,557.0,-3.0,451,736,729.0,-7.0,0,,,,,,
2015,1,1,4,OO,6332,N708SK,DFW,DEN,600,556.0,-4.0,641,705,714.0,9.0,0,,,,,,
2015,1,1,4,OO,6346,N291SW,MRY,SFO,600,555.0,-5.0,77,646,634.0,-12.0,0,,,,,,
2015,1,1,4,OO,6465,N495CA,SLC,LAX,600,604.0,4.0,590,712,706.0,-6.0,0,,,,,,
2015,1,1,4,OO,7392,N438SW,ESC,DTW,600,558.0,-2.0,306,727,706.0,-21.0,0,,,,,,
2015,1,1,4,OO,6403,N983SW,MFR,SFO,600,557.0,-3.0,329,729,723.0,-6.0,0,,,,,,
2015,1,1,4,OO,6497,N913SW,FAT,DEN,600,559.0,-1.0,844,925,958.0,33.0,0,,33.0,0.0,0.0,0.0,0.0
2015,1,1,4,UA,576,N817UA,SFO,EWR,601,552.0,-9.0,2565,1432,1409.0,-23.0,0,,,,,,
2015,1,1,4,UA,1410,N76523,LAS,IAH,601,601.0,0.0,1222,1056,1049.0,-7.0,0,,,,,,
2015,1,1,4,UA,1689,N39461,EWR,SFO,601,602.0,1.0,2565,940,920.0,-20.0,0,,,,,,
2015,1,1,4,EV,6020,N11121,ISN,DEN,601,559.0,-2.0,576,710,701.0,-9.0,0,,,,,,
2015,1,1,4,HA,113,N486HA,HNL,LIH,601,557.0,-4.0,102,638,636.0,-2.0,0,,,,,,
2015,1,1,4,OO,5629,N726SK,PSP,SFO,601,632.0,31.0,421,735,752.0,17.0,0,,0.0,0.0,0.0,0.0,17.0
2015,1,1,4,OO,6420,N924SW,PSP,DEN,601,812.0,131.0,776,912,1136.0,144.0,0,,13.0,0.0,0.0,0.0,131.0
2015,1,1,4,UA,223,N816UA,SAT,IAH,602,610.0,8.0,191,700,700.0,0.0,0,,,,,,
2015,1,1,4,UA,996,N406UA,LAX,EWR,603,603.0,0.0,2454,1422,1350.0,-32.0,0,,,,,,
2015,1,1,4,UA,1721,N75425,LAX,SFO,603,601.0,-2.0,337,730,716.0,-14.0,0,,,,,,
2015,1,1,4,EV,4390,N15986,CLE,IAD,603,558.0,-5.0,288,725,724.0,-1.0,0,,,,,,
2015,1,1,4,EV,5732,N833AS,CAE,IAD,603,605.0,2.0,401,725,732.0,7.0,0,,,,,,
2015,1,1,4,F9,756,N948FR,PHX,DEN,603,603.0,0.0,602,750,754.0,4.0,0,,,,,,
2015,1,1,4,UA,234,N838UA,SMF,IAH,605,613.0,8.0,1609,1141,1200.0,19.0,0,,11.0,0.0,8.0,0.0,0.0
2015,1,1,4,UA,415,N509UA,JFK,SFO,605,605.0,0.0,2586,949,945.0,-4.0,0,,,,,,
2015,1,1,4,US,647,N664AW,BOS,PHX,605,614.0,9.0,2300,1014,1027.0,13.0,0,,,,,,
2015,1,1,4,US,829,N723UW,BOS,CLT,605,601.0,-4.0,728,832,829.0,-3.0,0,,,,,,
2015,1,1,4,US,1743,N839AW,DTW,MIA,605,601.0,-4.0,1145,911,845.0,-26.0,0,,,,,,
2015,1,1,4,UA,1023,N73276,FLL,EWR,605,600.0,-5.0,1065,859,849.0,-10.0,0,,,,,,
2015,1,1,4,WN,2505,N467WN,GEG,DEN,605,604.0,-1.0,836,925,916.0,-9.0,0,,,,,,
2015,1,1,4,WN,239,N653SW,SAT,STL,605,559.0,-6.0,786,805,743.0,-22.0,0,,,,,,
2015,1,1,4,WN,474,N614SW,ONT,DEN,605,609.0,4.0,819,925,925.0,0.0,0,,,,,,
2015,1,1,4,UA,1245,N39726,CLE,EWR,605,602.0,-3.0,404,736,715.0,-21.0,0,,,,,,
2015,1,1,4,US,560,N663AW,DFW,PHX,605,612.0,7.0,868,742,750.0,8.0,0,,,,,,
2015,1,1,4,AA,310,N201AA,MFE,DFW,605,,,469,740,,,1,B,,,,,
2015,1,1,4,AA,375,N4WLAA,STL,DFW,605,557.0,-8.0,550,805,748.0,-17.0,0,,,,,,
2015,1,1,4,AA,378,N3BGAA,SJU,MIA,605,557.0,-8.0,1045,750,801.0,11.0,0,,,,,,
2015,1,1,4,AA,1291,N4XYAA,MKE,DFW,605,605.0,0.0,853,900,849.0,-11.0,0,,,,,,
2015,1,1,4,AS,320,N622AS,SEA,SFO,605,602.0,-3.0,679,810,807.0,-3.0,0,,,,,,
2015,1,1,4,AS,602,N407AS,SEA,LAS,605,602.0,-3.0,867,825,825.0,0.0,0,,,,,,
2015,1,1,4,B6,233,N247JB,BTV,JFK,605,553.0,-12.0,266,733,717.0,-16.0,0,,,,,,
2015,1,1,4,B6,601,N559JB,JFK,FLL,605,603.0,-2.0,1069,913,911.0,-2.0,0,,,,,,
2015,1,1,4,B6,735,N821JB,SFO,LGB,605,557.0,-8.0,354,726,712.0,-14.0,0,,,,,,
2015,1,1,4,B6,922,N809JB,PBI,BOS,605,621.0,16.0,1197,857,925.0,28.0,0,,12.0,0.0,16.0,0.0,0.0
2015,1,1,4,B6,1184,N641JB,MCO,JFK,605,600.0,-5.0,944,831,841.0,10.0,0,,,,,,
2015,1,1,4,B6,1434,N503JB,SJU,MCO,605,738.0,93.0,1189,813,941.0,88.0,0,,0.0,0.0,0.0,88.0,0.0
2015,1,1,4,DL,1065,N975DL,BDL,ATL,605,601.0,-4.0,859,857,831.0,-26.0,0,,,,,,
2015,1,1,4,DL,1456,N3759,RDU,ATL,605,701.0,56.0,356,735,814.0,39.0,0,,0.0,0.0,39.0,0.0,0.0
2015,1,1,4,DL,1723,N336NB,SFO,SLC,605,604.0,-1.0,599,854,852.0,-2.0,0,,,,,,
2015,1,1,4,EV,4642,N14143,TUS,IAH,605,613.0,8.0,936,927,946.0,19.0,0,,11.0,0.0,8.0,0.0,0.0
2015,1,1,4,EV,4928,N933EV,PIA,ATL,605,600.0,-5.0,565,901,837.0,-24.0,0,,,,,,
2015,1,1,4,F9,609,N223FR,IND,DEN,605,556.0,-9.0,977,702,643.0,-19.0,0,,,,,,
2015,1,1,4,F9,821,N920FR,MCI,DEN,605,607.0,2.0,533,654,700.0,6.0,0,,,,,,
2015,1,1,4,F9,133,N951FR,DFW,DEN,605,702.0,57.0,641,707,759.0,52.0,0,,0.0,0.0,52.0,0.0,0.0
2015,1,1,4,MQ,2881,N907MQ,FSM,DFW,605,,,227,715,,,1,B,,,,,
2015,1,1,4,MQ,2771,N667MQ,AEX,DFW,605,,,285,725,,,1,B,,,,,
2015,1,1,4,MQ,3288,N838MQ,SPS,DFW,605,,,113,650,,,1,B,,,,,
2015,1,1,4,MQ,3328,N640MQ,ACT,DFW,605,,,89,650,,,1,B,,,,,
2015,1,1,4,MQ,3408,N625MQ,SJT,DFW,605,,,229,705,,,1,B,,,,,
2015,1,1,4,MQ,3643,N923MQ,JAN,DFW,605,,,408,745,,,1,B,,,,,
2015,1,1,4,HA,286,N480HA,HNL,OGG,605,600.0,-5.0,100,641,640.0,-1.0,0,,,,,,
2015,1,1,4,OO,5181,N788SK,OKC,LAX,605,602.0,-3.0,1187,724,733.0,9.0,0,,,,,,
2015,1,1,4,OO,6499,N945SW,FAR,DEN,605,610.0,5.0,627,726,723.0,-3.0,0,,,,,,
2015,1,1,4,UA,1160,N76522,SFO,IAH,606,601.0,-5.0,1635,1159,1157.0,-2.0,0,,,,,,
2015,1,1,4,UA,1601,N37466,EWR,FLL,606,558.0,-8.0,1065,915,838.0,-37.0,0,,,,,,
2015,1,1,4,OO,6461,N959SW,MTJ,DEN,606,559.0,-7.0,196,715,717.0,2.0,0,,,,,,
2015,1,1,4,NK,606,N623NK,RSW,DTW,607,601.0,-6.0,1084,853,900.0,7.0,0,,,,,,
2015,1,1,4,OO,7389,N561SW,GCC,RKS,607,602.0,-5.0,261,724,715.0,-9.0,0,,,,,,
2015,1,1,4,UA,220,N813UA,MSY,EWR,608,606.0,-2.0,1167,1000,946.0,-14.0,0,,,,,,
2015,1,1,4,UA,654,N422UA,ORD,MCO,608,603.0,-5.0,1005,951,930.0,-21.0,0,,,,,,
2015,1,1,4,EV,6119,N16951,RIC,ORD,608,608.0,0.0,642,725,729.0,4.0,0,,,,,,
2015,1,1,4,OO,5456,N920SW,RDM,SFO,608,559.0,-9.0,462,750,727.0,-23.0,0,,,,,,
2015,1,1,4,HA,205,N484HA,OGG,HNL,609,601.0,-8.0,100,641,637.0,-4.0,0,,,,,,
2015,1,1,4,OO,4494,N431SW,SJC,SLC,609,559.0,-10.0,584,911,923.0,12.0,0,,,,,,
2015,1,1,4,OO,5370,N979SW,ORD,MBS,610,607.0,-3.0,222,816,803.0,-13.0,0,,,,,,
2015,1,1,4,US,1709,N677AW,EWR,CLT,610,616.0,6.0,529,811,826.0,15.0,0,,9.0,0.0,6.0,0.0,0.0
2015,1,1,4,WN,828,N8303R,PHX,BWI,610,610.0,0.0,1999,1220,1156.0,-24.0,0,,,,,,
2015,1,1,4,UA,1632,N37464,SEA,IAD,610,605.0,-5.0,2306,1404,1335.0,-29.0,0,,,,,,
2015,1,1,4,UA,1725,N72405,LAS,SFO,610,606.0,-4.0,414,746,726.0,-20.0,0,,,,,,
2015,1,1,4,AA,168,N5BSAA,DFW,MIA,610,603.0,-7.0,1121,953,935.0,-18.0,0,,,,,,
2015,1,1,4,AA,1315,N424AA,BNA,DFW,610,,,631,825,,,1,B,,,,,
2015,1,1,4,AA,1336,N3LCAA,PHX,DFW,610,603.0,-7.0,868,925,919.0,-6.0,0,,,,,,
2015,1,1,4,AA,1619,N3AMAA,BOS,MIA,610,605.0,-5.0,1258,946,929.0,-17.0,0,,,,,,
2015,1,1,4,AA,1686,N4XXAA,LAX,STL,610,609.0,-1.0,1592,1145,1134.0,-11.0,0,,,,,,
2015,1,1,4,AS,345,N469AS,OAK,SEA,610,608.0,-2.0,671,809,801.0,-8.0,0,,,,,,
2015,1,1,4,AS,454,N442AS,SEA,LAX,610,611.0,1.0,954,845,841.0,-4.0,0,,,,,,
2015,1,1,4,B6,57,N348JB,BOS,IAD,610,603.0,-7.0,413,801,737.0,-24.0,0,,,,,,
2015,1,1,4,B6,24,N923JB,LAX,JFK,610,620.0,10.0,2475,1424,1413.0,-11.0,0,,,,,,
2015,1,1,4,B6,1279,N355JB,DCA,FLL,610,603.0,-7.0,899,845,831.0,-14.0,0,,,,,,
2015,1,1,4,B6,1836,N281JB,DTW,BOS,610,603.0,-7.0,632,808,733.0,-35.0,0,,,,,,
2015,1,1,4,AA,1361,N3KYAA,BNA,LAX,610,607.0,-3.0,1797,855,847.0,-8.0,0,,,,,,
2015,1,1,4,DL,327,N692DL,PHL,ATL,610,608.0,-2.0,666,845,814.0,-31.0,0,,,,,,
2015,1,1,4,DL,1492,N819DN,PHX,MSP,610,756.0,106.0,1276,1016,1149.0,93.0,0,,0.0,0.0,0.0,0.0,93.0
2015,1,1,4,B6,1554,N760JB,SJU,FLL,610,625.0,15.0,1046,753,812.0,19.0,0,,4.0,0.0,15.0,0.0,0.0
2015,1,1,4,EV,4556,N41104,VPS,IAH,610,607.0,-3.0,528,809,806.0,-3.0,0,,,,,,
2015,1,1,4,EV,6071,N14186,GUC,DEN,610,617.0,7.0,152,709,721.0,12.0,0,,,,,,
2015,1,1,4,F9,1252,N910FR,MIA,LGA,610,648.0,38.0,1096,905,945.0,40.0,0,,26.0,0.0,14.0,0.0,0.0
2015,1,1,4,MQ,3323,N613MQ,RIC,MIA,610,609.0,-1.0,825,851,836.0,-15.0,0,,,,,,
2015,1,1,4,MQ,3601,N530MQ,DTW,LGA,610,603.0,-7.0,502,755,730.0,-25.0,0,,,,,,
2015,1,1,4,MQ,3551,N663MQ,ORF,MIA,610,605.0,-5.0,802,846,842.0,-4.0,0,,,,,,
2015,1,1,4,OO,5572,N970SW,MOT,DEN,610,600.0,-10.0,604,723,654.0,-29.0,0,,,,,,
2015,1,1,4,AA,1312,N021AA,STL,MIA,611,603.0,-8.0,1068,1000,932.0,-28.0,0,,,,,,
2015,1,1,4,B6,269,N834JB,BOS,FLL,611,607.0,-4.0,1237,944,924.0,-20.0,0,,,,,,
2015,1,1,4,EV,4506,N12552,MLU,IAH,612,641.0,29.0,262,725,753.0,28.0,0,,28.0,0.0,0.0,0.0,0.0
2015,1,1,4,OO,5337,N961SW,MAF,DEN,612,,,563,708,,,1,B,,,,,
2015,1,1,4,NK,562,N510NK,LAX,LAS,613,608.0,-5.0,236,721,712.0,-9.0,0,,,,,,
2015,1,1,4,UA,416,N496UA,PDX,ORD,614,612.0,-2.0,1739,1209,1156.0,-13.0,0,,,,,,
2015,1,1,4,B6,1403,N763JB,JFK,SJU,614,612.0,-2.0,1598,1057,1034.0,-23.0,0,,,,,,
2015,1,1,4,HA,107,N476HA,KOA,HNL,614,620.0,6.0,163,656,707.0,11.0,0,,,,,,
2015,1,1,4,OO,4681,N783CA,EUG,SLC,614,607.0,-7.0,618,909,859.0,-10.0,0,,,,,,
2015,1,1,4,US,1754,N815AW,RNO,PHX,615,605.0,-10.0,601,902,857.0,-5.0,0,,,,,,
2015,1,1,4,US,1789,N543UW,PHX,CLT,615,629.0,14.0,1773,1203,1156.0,-7.0,0,,,,,,
2015,1,1,4,WN,1966,N466WN,CMH,ATL,615,831.0,136.0,447,805,1001.0,116.0,0,,0.0,0.0,116.0,0.0,0.0
2015,1,1,4,WN,2351,N7728D,HOU,ATL,615,612.0,-3.0,696,905,858.0,-7.0,0,,,,,,
2015,1,1,4,WN,137,N621SW,HOU,PHX,615,613.0,-2.0,1020,810,806.0,-4.0,0,,,,,,
2015,1,1,4,AA,1125,N3KCAA,DTW,DFW,615,,,986,820,,,1,B,,,,,
2015,1,1,4,AA,1165,N3ACAA,BOS,JFK,615,613.0,-2.0,187,730,717.0,-13.0,0,,,,,,
2015,1,1,4,AA,1581,N3KGAA,DFW,DCA,615,,,1192,959,,,1,B,,,,,
2015,1,1,4,AA,2253,N437AA,MSP,DFW,615,618.0,3.0,852,900,854.0,-6.0,0,,,,,,
2015,1,1,4,AS,504,N627AS,SEA,SNA,615,609.0,-6.0,978,850,845.0,-5.0,0,,,,,,
2015,1,1,4,B6,99,N274JB,BDL,DCA,615,607.0,-8.0,313,755,732.0,-23.0,0,,,,,,
2015,1,1,4,B6,962,N709JB,SJU,BOS,615,731.0,76.0,1674,922,1052.0,90.0,0,,14.0,0.0,76.0,0.0,0.0
2015,1,1,4,B6,2006,N566JB,FLL,EWR,615,615.0,0.0,1065,900,908.0,8.0,0,,,,,,
2015,1,1,4,DL,828,N910AT,MOB,ATL,615,613.0,-2.0,302,823,810.0,-13.0,0,,,,,,
2015,1,1,4,DL,978,N693DL,SAN,SLC,615,611.0,-4.0,626,916,906.0,-10.0,0,,,,,,
2015,1,1,4,DL,985,N352NW,LAS,SLC,615,609.0,-6.0,368,841,828.0,-13.0,0,,,,,,
2015,1,1,4,DL,1275,N920DN,DCA,DTW,615,609.0,-6.0,405,755,758.0,3.0,0,,,,,,
2015,1,1,4,DL,2384,N361NB,SMF,SLC,615,608.0,-7.0,532,853,909.0,16.0,0,,16.0,0.0,0.0,0.0,0.0
2015,1,1,4,DL,1610,N385DN,DEN,DTW,615,613.0,-2.0,1123,1119,1035.0,-44.0,0,,,,,,
2015,1,1,4,DL,1866,N827DN,SFO,ATL,615,616.0,1.0,2139,1345,1342.0,-3.0,0,,,,,,
2015,1,1,4,DL,1919,N321NB,LGA,MSP,615,611.0,-4.0,1020,824,820.0,-4.0,0,,,,,,
2015,1,1,4,EV,2522,N879AS,LAW,DFW,615,1219.0,364.0,140,710,1326.0,376.0,0,,12.0,0.0,364.0,0.0,0.0
2015,1,1,4,EV,2512,N901EV,BRO,DFW,615,604.0,-11.0,482,750,726.0,-24.0,0,,,,,,
2015,1,1,4,EV,2572,N876AS,PIB,MEI,615,607.0,-8.0,69,700,649.0,-11.0,0,,,,,,
2015,1,1,4,EV,4531,N14204,CHS,IAH,615,623.0,8.0,925,807,843.0,36.0,0,,28.0,0.0,8.0,0.0,0.0
2015,1,1,4,EV,4655,N13202,MEM,IAH,615,621.0,6.0,468,805,814.0,9.0,0,,,,,,
2015,1,1,4,EV,5123,N847AS,MGM,ATL,615,609.0,-6.0,147,806,754.0,-12.0,0,,,,,,
2015,1,1,4,F9,582,N221FR,SLC,DEN,615,617.0,2.0,391,747,801.0,14.0,0,,,,,,
2015,1,1,4,F9,439,N931FR,OMA,DEN,615,609.0,-6.0,472,700,648.0,-12.0,0,,,,,,
2015,1,1,4,MQ,2958,N657MQ,FAR,DFW,615,,,968,915,,,1,B,,,,,
2015,1,1,4,MQ,3432,N546MQ,DCA,JFK,615,859.0,164.0,213,718,959.0,161.0,0,,0.0,46.0,115.0,0.0,0.0
2015,1,1,4,MQ,3613,N932MQ,MSN,DFW,615,,,821,855,,,1,B,,,,,
2015,1,1,4,MQ,3568,N528MQ,CMH,LGA,615,610.0,-5.0,479,750,730.0,-20.0,0,,,,,,
2015,1,1,4,OO,5348,N562SW,SBP,LAX,615,613.0,-2.0,156,726,717.0,-9.0,0,,,,,,
2015,1,1,4,OO,5256,N789SK,COS,IAH,615,614.0,-1.0,809,934,947.0,13.0,0,,,,,,
2015,1,1,4,OO,4747,N810SK,OAK,SLC,615,612.0,-3.0,588,905,904.0,-1.0,0,,,,,,
2015,1,1,4,OO,5464,N296SW,LAR,DEN,615,611.0,-4.0,113,708,719.0,11.0,0,,,,,,
